Marque,Famille,Sous_famille,Parfumeur,Prix_Categorie,Fragrance,Origine,Genre,Année,Ingredients_txt,Concepts_txt
Bath &amp; Body Works,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Mass Market,BEACH NIGHTS,États-Unis d'Amérique,Femme,2022,embruns bois flotté marshmallow vanille,plage intense riche robuste puissant chaud décontracté quotidien automne hiver
Bohoboco,AMBRÉ (ORIENTAL),FRUITÉ,Inconnu,Niche,WET CHERRY LIQUOR,Pologne,Unisexe,2022,fraise vanille fève tonka caramel liqueur cerise bois de santal vétiver rose turquie,intense riche robuste puissant généreux quotidien girly sucré lourd tapeàlœil
Oriflame,BOISÉ,CITRUS,"Olivier Cresp,Sébastien Cresp",Mass Market,SIGNATURE GENERATION FOR HIM,Suède,Homme,2022,vétiver sauge sclarée rhubarbe cèdre mousse de chêne iris citron poivre rose résine délémi,quotidien décontracté robuste intense riche puissant jour exotique boisé fort
Kenzo,FLORAL,FLORAL,Olivier Cresp,Prestige,L'EAU KENZO FLORALE,France,Femme,2022,cèdre notes boisées pivoine rose damascena,quotidien florissant romantique décontracté jour printemps riche blanc rond intense
Kenzo,BOISÉ,CITRUS,Aurélien Guichard,Prestige,L'EAU KENZO BOISÉE,France,Homme,2022,notes boisées encens olibanum musc gingembre citron,quotidien décontracté robuste intense riche puissant automne jour terreux hiver
Franck Olivier,FLORAL,FLORAL,Inconnu,Mass Market,GIORGIA L'IMPERATRICE,France,Femme,2022,patchouli rose musc muguet bourgeons de cassis,quotidien blanc décontracté jour printemps gai heureux optimiste liberté joyeux
Jil Sander,CHYPRE,FRUITÉ,Sonia Constant,Mass Market,JIL SANDER SUNSET,Allemagne,Femme,2022,poivre rose rose turquie pêche bergamote orange sanguine musc jasmin egypte benjoin patchouli indonésie vanille rose,intense riche robuste puissant exotique terreux mousseux automne généreux féminin
Chopard,BOISÉ,FLORAL,Alberto Morillas,Niche,SANTAL ODEYAR,Suisse,Unisexe,2022,jasmin grandiflorum jasmin sambac tubéreuse fleur doranger tunisie poire ciste labdanum mandarine benjoin siam mangue bergamote dates grenade rose damascena santal australie fleur doranger maroc,riche intense robuste puissant quotidien elégant boisé automne décontracté hiver
Nicolaï,CITRUS,CITRUS,Patricia de Nicolaï,Niche,RIVIERA VERBENA,France,Unisexe,2022,musc petitgrain citron herbe coupée vétiver verveine rose cassis thym jasmin menthe patchouli calone marin,frais quotidien décontracté jour dynamique pétillant vigoureux acide zesté energisant
Chopard,BOISÉ,CITRUS,Dora Baghriche,Niche,PATCHOULI DE SUMATRA,Suisse,Unisexe,2022,patchouli indonésie combava feuilles de cèdre noix de coco lait orange figue sauge sclarée bergamote géranium baies de genièvre bois de gaïac cardamome,quotidien décontracté robuste elégant intense riche puissant automne généreux jour
Nautica,BOISÉ,CITRUS,Inconnu,Mass Market,NAUTICA OCEANS : PACIFIC COAST,États-Unis d'Amérique,Homme,2022,bois flotté géranium aiguilles de pin menthe patchouli eau de mer fève tonka lavande poivre blanc,quotidien décontracté jour robuste pétillant energisant sportif intense riche puissant
Viktor &amp; Rolf,FLORAL,AMBRÉ (ORIENTAL),"Anne Flipo,Nicolas Beaulieu",Prestige,GOOD FORTUNE,Pays-Bas,Femme,2022,jasmin grandiflorum gentiane vanille madagascar graines de fenouil,rond quotidien riche intense robuste puissant décontracté charnel violet généreux
Chopard,BOISÉ,AMBRÉ (ORIENTAL),Alberto Morillas,Niche,BOIS NOMADES,Suisse,Unisexe,2022,styrax rose bulgarie cannelle encens olibanum myrrhe cypriol nagarmota oud bois dagar accord nargileh cèdre atlas rose damascena opoponax clou de girofle poivre noir,intense riche robuste puissant boisé hiver marron noir automne nuit
Azzaro,BOISÉ,AMBRÉ (ORIENTAL),"Michel Girard,Nadège Le Garlantezec,Shyamala Maisondieu,Roxanne Kirkpatrick",Prestige,AZZARO THE MOST WANTED PARFUM 2022,France,Homme,2022,vanille bourbon accord boisé ambré gingembre rouge,intense riche robuste puissant boisé hiver nuit marron noir automne
Issey Miyake,FLORAL,MUSQUÉ,Ane Ayo,Prestige,A DROP D'ISSEY EAU DE PARFUM FRAÎCHE,Japon,Femme,2022,musc lilas bois de santal rose damascena cèdre notes de pluie,quotidien décontracté rond jour blanc romantique confortable automne propre radiant
Amouage,BOISÉ,AMBRÉ (ORIENTAL),Cécile Zarokian,Niche,OPUS XIII SILVER OUD,Oman,Unisexe,2022,bois de gaïac ambrarome oud assam cèdre virginie vanille madagascar patchouli castoreum cypriol nagarmota bouleau,intense riche robuste puissant boisé hiver marron noir automne nuit
Amouage,FLORAL,FLORAL,Bruno Jovanovic,Niche,OPUS XII ROSE INCENSE,Oman,Unisexe,2022,bois de santal encre vanille cèdre résine délémi encens olibanum myrrhe rose damascena suederal note daim,quotidien floral florissant rond romantique riche propre décontracté jour féminin
Boadicea the Victorious,CUIR,TABAC,Christian Provenzano,Niche,TOBACCO SAPPHIRE,Royaume-Uni,Unisexe,2022,encens olibanum mandarine coriandre cumin feuille de tabac ciste labdanum safran benjoin bois de santal vanille rose magnolia cèdre bois de gaïac hedione jasminé patchouli musc heliotrope,intense riche nuit profond hiver robuste puissant affirmé tapeàlœil automne
Boadicea the Victorious,FLORAL,AMBRÉ (ORIENTAL),Christian Provenzano,Niche,BLUE SAPPHIRE SUPERCHARGED,Royaume-Uni,Unisexe,2022,ambre cuir citron jasmin oud bois dagar cardamome orange patchouli aldéhyde rose,quotidien décontracté floral florissant automne jour riche exotique romantique intense
Bohoboco,BOISÉ,VERT,Inconnu,Niche,WILD CARROT OUD,Pologne,Unisexe,2022,notes terreuses cuir bois secs cèdre feuille de tabac notes animales styrax oud bois dagar carotte bergamote cannelle,intense riche robuste puissant quotidien décontracté forêt automne elégant affirmé
Eau d'Italie,BOISÉ,GOURMAND,Marie Salamagne,Niche,MYSTIC SUNSET,Italie,Unisexe,2022,cèdre jasmin sucre de canne osmanthus safran bourgeons de cassis,mystique intense riche puissant boisé robuste automne hiver généreux nuit
Courrèges,FLORAL,MUSQUÉ,Nicolas Beaulieu,Prestige,L'EAU DE LIESSE,France,Unisexe,2022,jasmin sambac cristalfizz musc heliotrope néroli ambroxan ambre gris iris,quotidien rond propre décontracté blanc jour charnel romantique automne confortable
Prada,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Daniela Roche-Andrier,Niche,INFUSION DE VANILLE,Italie,Unisexe,2022,angélique bergamote vanille musc néroli,nuit intense riche robuste puissant généreux hiver chaud chaud décontracté
Prada,FLORAL,FLORAL,Daniela Roche-Andrier,Niche,INFUSION D'YLANG,Italie,Unisexe,2022,bois de santal cardamome bergamote ylangylang musc,floral florissant féminin coloré exotique automne ensoleillé quotidien riche romantique
Houbigant,BOISÉ,CITRUS,Céline Ellena,Niche,FIGUIER NOIR,France,Homme,2022,feuille de figuier clou de girofle patchouli jasmin figue cardamome cèdre poivre noir iris,quotidien décontracté robuste elégant automne intense riche puissant jour généreux
Montale,FOUGÈRE AROMATIQUE,FRUITÉ,Pierre Montale,Niche,FANTASTIC BASILIC,France,Unisexe,2022,frangipanier tubéreuse kumquat fève tonka poire basilic benjoin,eté quotidien jour décontracté printemps pétillant energisant sportif gai heureux
Berdoues,CITRUS,CITRUS,Mylène Alran,Mass Market,DOLCE AMALFI,France,Femme,2022,citron patchouli indonésie cèdre virginie,frais quotidien décontracté jour unisexe hespéridé dynamique pétillant vigoureux acide
Comme des Garçons,BOISÉ,BOISÉ,Fanny Bal,Niche,ZERO,Japon,Unisexe,2022,cashmeran boisé musqué vétiver haïti bergamote musc cèdre varnish accord accord de vernis oxyde de rose,intense riche robuste puissant boisé terreux automne elégant hiver marron
Björk &amp; Berries,BOISÉ,VERT,Inconnu,Niche,BOTANIST,Suède,Unisexe,2022,patchouli vétiver bourgeons de cassis pomme verte bouleau thé noir notes vertes,forêt intense riche robuste puissant quotidien décontracté automne elégant affirmé
Miller et Bertaux,AMBRÉ (ORIENTAL),CITRUS,Bertrand Duchaufour,Niche,AYMARA,France,Unisexe,2022,palo santo ambre gris cédrat encens olibanum carvi cumin mousse cardamome,décontracté généreux robuste quotidien intense riche puissant confiant girly automne
Abercrombie &amp; Fitch,FLORAL,FRUITÉ,Inconnu,Mass Market,AUTHENTIC MOMENT WOMAN / FEMME,États-Unis d'Amérique,Femme,2022,musc rose rhubarbe jasmin cèdre mandarine patchouli baies rouges,authentique quotidien romantique coloré exotique jour décontracté floral florissant gai
Abercrombie &amp; Fitch,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Mass Market,AUTHENTIC MOMENT MAN / HOMME,États-Unis d'Amérique,Homme,2022,bergamote vanille néroli amberwood bois de santal cyprès pomme musc,authentique intense riche robuste puissant hiver nuit boisé décontracté automne
Monegal,BOISÉ,AMBRÉ (ORIENTAL),Ramón Monegal,Niche,ATRACTONE MUSK,Espagne,Unisexe,2022,jasmin aldéhyde ambre cyclamen framboise musc bois de santal cumin poivre rose lilas cashmeran boisé musqué notes ozoniques muguet,intense riche robuste puissant boisé hiver marron quotidien décontracté automne
Van Cleef &amp; Arpels,FLORAL,ALDÉHYDÉ,Quentin Bisch,Niche,22 VENDÔME,France,Unisexe,2022,patchouli vétiver poire fève tonka iris bergamote,florissant quotidien floral propre blanc décontracté liberté jour riche robuste
THoO / The House of Oud,BOISÉ,CITRUS,Inconnu,Niche,SACRED GROOVE,Italie,Unisexe,2022,fève tonka iris angélique orange amère epices chaudes notes boisées ciste labdanum lavande jasmin patchouli myrrhe vanille musc rose turquie ambre,quotidien décontracté robuste elégant intense riche puissant automne généreux jour
Zarkoperfume,FLORAL,FRUITÉ,Inconnu,Niche,YOUTH,Danemark,Unisexe,2022,poire melon fleurs blanches prune pomme verte musc pêche rose bois de santal,quotidien gai heureux optimiste liberté jour blanc décontracté romantique riche
Lancôme,CHYPRE,FRUITÉ,"Nadège Le Garlantezec,Shyamala Maisondieu,Adriana Medina",Prestige,IDÔLE NECTAR,France,Femme,2022,vanille bourbon patchouli indonésie rose turquie magnolia pivoine rose poire popcorn pomme rouge rose centifolia,intense riche robuste puissant exotique terreux mousseux automne généreux féminin
Carner Barcelona,CITRUS,VERT,Jordi Fernández,Niche,TENNIS CLUB,Espagne,Unisexe,2022,bergamote cèdre marine musc orange sanguine fleur doranger notes solaires néroli petitgrain,printemps eté optimiste liberté quotidien décontracté jour pétillant energisant sportif
Carner Barcelona,FLORAL,FRUITÉ,Jordi Fernández,Niche,SUPER MOON,Espagne,Unisexe,2022,ambre grenade bourgeons de cassis patchouli indonésie musc jasmin vétiver muguet mandarine,quotidien romantique jour blanc optimiste liberté gai heureux joyeux décontracté
Carner Barcelona,CITRUS,VERT,Jordi Fernández,Niche,SAL Y LIMÓN,Espagne,Unisexe,2022,patchouli fleur doranger bourgeons de cassis jasmin bergamote citron vert ambre musc citron,printemps optimiste liberté pétillant energisant sportif eté energétique excitant acide
Salvatore Ferragamo,CUIR,CITRUS,Antoine Maisondieu,Prestige,FERRAGAMO BRIGHT LEATHER,Italie,Homme,2022,basilic cèdre bergamote mandarine musc cuir pamplemousse romarin patchouli,robuste exotique automne intense riche puissant confiant elégant sophistiqué or
Laboratorio Olfattivo,CITRUS,CITRUS,Jean-Claude Ellena,Niche,ARANCIA ROSSA,Italie,Unisexe,2022,musc fleur doranger fruit de la passion orange sanguine,quotidien décontracté jour blanc printemps eté optimiste liberté ensoleillé excitant
Vince Camuto,FOUGÈRE AROMATIQUE,FOUGÈRE AROMATIQUE,Yves Cassar,Mass Market,VINCE CAMUTO HOMME INTENSO,États-Unis d'Amérique,Homme,2022,algues jasmin mandarine verte lavande musc lentisque mousse de chêne calone marin bergamote patchouli indonésie romarin cannelle artemisia gingembre cyprès,quotidien décontracté jour dynamique pétillant aromatique camphré energisant sportif mauve
Christian Louboutin,FLORAL,CITRUS,Caroline Dumur,Niche,LOUBIMAR,France,Unisexe,2022,gingembre lavande mandarine néroli ambre gris tubéreuse accord boisé ambré citron musc,unisexe printemps marin rouge quotidien flamboyant décontracté jour blanc lumière
Gallivant,BOISÉ,AMBRÉ (ORIENTAL),Julia Rodriguez Pastor,Niche,GDANSK,Royaume-Uni,Unisexe,2022,ciste labdanum santal nouvellecalédonie cypriol nagarmota patchouli vanille styrax safran rose encens olibanum ambre gris musc miel noix de muscade cuir feuille de tabac prune cardamome,intense riche robuste puissant boisé hiver marron noir automne nuit
Tous,FOUGÈRE AROMATIQUE,CITRUS,Véronique Nyberg,Prestige,TOUS MAN CHILL,Espagne,Homme,2022,bois secs lavande ambre vétiver cardamome romarin noix de muscade citron vert patchouli poivre noir,quotidien décontracté jour dynamique pétillant energisant sportif eté frais marin
Ralph Lauren,BOISÉ,CITRUS,"Carlos Benaïm,",Prestige,POLO BLUE PARFUM,États-Unis d'Amérique,Homme,2022,lavandin chêne encens olibanum cardamome vétiver poivre rose mandarine jasmin patchouli sauge sclarée,quotidien décontracté robuste intense riche puissant jour exotique boisé fort
Salvatore Ferragamo,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Julien Rasquinet,Niche,ORTO DELLE SPEZIE,Italie,Unisexe,2022,ciste labdanum cèdre vanille dates bois de santal noix de muscade oud bois dagar safran,nuit intense riche robuste puissant généreux hiver chaud chaud décontracté
Dior,FLORAL,FLORAL,François Demachy,Niche,MISS DIOR ROSE ESSENCE,France,Femme,2022,vétiver musc rose centifolia rose géranium bois de gaïac patchouli rose grasse notes vertes,quotidien floral florissant rond romantique riche propre décontracté jour féminin
Salvatore Ferragamo,FLORAL,MUSQUÉ,Nicolas Beaulieu,Niche,E PUR SI MUOVE,Italie,Unisexe,2022,aldéhyde rose damascena musc ambre gris notes minérales poivre rose sauge sclarée iris cèdre virginie,quotidien rond propre blanc décontracté jour charnel automne florissant romantique
Salvatore Ferragamo,BOISÉ,AMBRÉ (ORIENTAL),Julien Rasquinet,Niche,ARTE ORAFA,Italie,Unisexe,2022,citron oud bois dagar bergamote cardamome fleur doranger tunisie encens olibanum framboise,intense riche robuste puissant boisé hiver automne marron nuit quotidien
Rituals,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Mass Market,L'ESSENTIAL,Pays-Bas,Homme,2022,patchouli bois de santal cardamome,intense riche robuste puissant boisé hiver marron décontracté quotidien profond
Guerlain,AMBRÉ (ORIENTAL),FOUGÈRE AROMATIQUE,Delphine Jelk,Prestige,HABIT ROUGE L'INSTINCT,France,Homme,2022,accord cannabis vanille cuir rose bergamote patchouli thé maté,décontracté quotidien généreux intense robuste puissant nuit riche hiver tapeàlœil
Hermès,BOISÉ,CITRUS,Christine Nagel,Prestige,TERRE D'HERMÈS EAU GIVRÉE,France,Homme,2022,marine baies de genièvre notes minérales poivre du sichuan notes boisées cédrat,décontracté quotidien robuste intense riche puissant automne jour hiver elégant
Tiziana Terenzi,BOISÉ,CITRUS,Paolo Terenzi,Mass Market,LIBRA,Italie,Unisexe,2022,citron benjoin rose bulgarie bergamote patchouli vanille madagascar musc ambre gris pamplemousse ambre mousse de chêne iris florence toscane jasmin sambac vétiver haïti cèdre atlas tubéreuse,quotidien décontracté robuste elégant intense riche puissant automne généreux jour
Tiziana Terenzi,FLORAL,MUSQUÉ,Paolo Terenzi,Mass Market,LEO,Italie,Unisexe,2022,musc mandarine jasmin sambac cèdre liban chêne bergamote benjoin fève tonka rose bulgarie magnolia orange kumquat feuilles de violettes myrrhe santal australie ambre gris ambre,quotidien rond propre décontracté blanc jour charnel romantique automne confortable
Adidas,BOISÉ,AMBRÉ (ORIENTAL),Jacques Huclier,Mass Market,VICTORY LEAGUE,Allemagne,Homme,2022,herbe coupée vanille ambre poire cannelle lavande cèdre basilic bergamote orange amère,intense riche robuste puissant hiver nuit décontracté généreux quotidien chaud
Amouage,CUIR,VERT,"Alberto Morillas,Pierre Negrin",Niche,OPUS VII,Oman,Unisexe,2022,ambrox ambre gris galbanum cypriol nagarmota muscone musc cardamome noix de muscade fenugrec poivre rose patchouli ambre gris encens olibanum oud bois dagar bois de santal costus cuir,original affirmé confiant intense riche tapeàlœil robuste puissant remarquable ville
Amouage,CUIR,FLORAL,Jacques Cavallier-Belletrud,Niche,OPUS V,Oman,Unisexe,2022,oud bois dagar iris civette bois secs rhum jasmin rose,riche intense robuste puissant tapeàlœil automne original remarquable affirmé profond
Masque Milano,BOISÉ,BOISÉ,Christian Alori,Niche,WHITE WHALE IV.IV,Italie,Unisexe,2022,patchouli indonésie iris osmanthus vétiver haïti poivre madagascar cèdre virginie violette ambre gris salé encens olibanum ciste labdanum,intense riche robuste puissant boisé terreux elégant marron gris noir
Masque Milano,FOUGÈRE AROMATIQUE,FOUGÈRE AROMATIQUE,Stéphanie Bakouche Kouidri,Niche,SLEIGHT OF FERN IV.III,Italie,Unisexe,2022,bois de santal mousse de chêne thym narcisse lait de figue géranium egypte lavande tubéreuse bergamote bouleau lentisque patchouli fève tonka,quotidien décontracté jour dynamique pétillant aromatique camphré energisant sportif mauve
Lorenzo Pazzaglia,AMBRÉ (ORIENTAL),GOURMAND,Inconnu,Niche,VAN PY RHUM,Italie,Unisexe,2022,vanille fleurs blanches vanille bourbon caramel vanille tahiti patchouli fève tonka vanille madagascar oud bois dagar patchouli indonésie rhum,intense riche puissant robuste nuit généreux chaud boisé mystique chaleur
Lorenzo Pazzaglia,AMBRÉ (ORIENTAL),AMBRÉ (ORIENTAL),Inconnu,Niche,VAN EXSTASYX,Italie,Unisexe,2022,vanille fleurs blanches fève tonka caramel vanille madagascar oud bois dagar vanille bourbon vanille tahiti,intense riche robuste puissant nuit oriental ambré rond lourd tapeàlœil
Ajmal,BOISÉ,AMBRÉ (ORIENTAL),Inconnu,Prestige,SILVER HAWK,Émirats Arabes Unis,Homme,2022,ambre orange jasmin vanille bergamote musc cèdre,intense riche robuste puissant hiver nuit décontracté généreux quotidien chaud
John Richmond,BOISÉ,AMBRÉ (ORIENTAL),Véronique Nyberg,Niche,UNKNOWN PLEASURES MYSTERIOUS WOODS,Italie,Unisexe,2022,brandy notes vertes bergamote musc réglisse amberwood bois de santal poivre noir fleur doranger,intense riche robuste puissant hiver automne décontracté quotidien boisé terreux
Cave Luxury Perfume,CHYPRE,BOISÉ,Inconnu,Niche,ALHEBA,Italie,Unisexe,2022,notes boisées ambre gris mousse de chêne résine délémi cashmeran boisé musqué encens olibanum lavande patchouli ciste labdanum musc,intense riche robuste puissant hiver elégant automne nuit terreux sophistiqué
Chris Adams,FLORAL,FRUITÉ,Inconnu,Mass Market,REBELLION WOMAN,Royaume-Uni,Femme,2022,cumin vanille poire prune musc rose jasmin aldéhyde pêche orchidée muguet,quotidien romantique exotique gai heureux optimiste liberté joyeux jour coloré
Fugazzi,CITRUS,CITRUS,Inconnu,Niche,ORANGE CRUSH,Pays-Bas,Unisexe,2022,orange cassis bergamote notes boisées musc mousse de chêne graine dambrette ambre,quotidien décontracté jour jaune zesté radiant unisexe sicile printemps eté
Adopt,FLORAL,FRUITÉ,Alexandra Carlin,Mass Market,HIPPY MANTRA,France,Femme,2022,cèdre poire vanille mimosa,quotidien romantique exotique gai heureux optimiste liberté joyeux jour coloré
Borntostandout,BOISÉ,CITRUS,Honorine Blanc-Hattab,Niche,ZEST Z&T,Corée du Sud,Unisexe,2022,cardamome cèdre virginie gin résine délémi baies de genièvre patchouli indonésie coriandre verveine citronnelle poivre rose sauge sclarée poivre madagascar,quotidien décontracté robuste elégant intense riche puissant automne généreux jour
Borntostandout,CUIR,GOURMAND,Florian Gallo,Niche,SMOKIN' GUN,Corée du Sud,Unisexe,2022,cuir cannelle whisky rhum feuille de tabac cèdre virginie bigarane note verte bois de santal vanille encens olibanum campari chêne baies de genièvre aiguilles de pin,intense riche puissant tapeàlœil robuste nuit chaleur chaud ville lourd
Borntostandout,CUIR,GOURMAND,Hamid Merati-Kashani,Niche,SEX & COGNAC,Corée du Sud,Unisexe,2022,safran papyrus oud laos cognac cuir,intense riche puissant robuste nuit ville remarquable affirmé automne hiver
Borntostandout,CUIR,GOURMAND,Honorine Blanc-Hattab,Niche,DRUNK SAFFRON,Corée du Sud,Unisexe,2022,cognac patchouli indonésie café musc vanille safran prune cuir,intense riche puissant tapeàlœil robuste nuit chaleur chaud ville lourd
Off-White,BOISÉ,VERT,Jérôme Epinette,Niche,PAPERWORK SOLUTION NO. 4,États-Unis d'Amérique,Unisexe,2022,bois de santal eucalyptus cuir lavande vétiver,intense riche robuste puissant quotidien décontracté boisé jour hiver marron
Off-White,BOISÉ,CITRUS,Jérôme Epinette,Niche,PAPERWORK SOLUTION NO. 2,États-Unis d'Amérique,Unisexe,2022,tangerine fleur doranger vétiver,quotidien décontracté robuste intense riche puissant jour exotique boisé fort
Off-White,FLORAL,FLORAL,Sidonie Lancesseur,Niche,PAPERWORK SOLUTION NO. 1,États-Unis d'Amérique,Unisexe,2022,musc ambrette poivre rose rose damascena,quotidien floral florissant rond romantique riche propre décontracté jour féminin
Off-White,BOISÉ,BOISÉ,Alexis Dadier,Niche,PAPERWORK SOLUTION NO. 1,États-Unis d'Amérique,Unisexe,2022,bois de hô bergamote accord sable patchouli vétiver,intense riche robuste puissant boisé hiver marron quotidien décontracté elégant
Chris Adams,CITRUS,CITRUS,Inconnu,Mass Market,ROVER,Royaume-Uni,Homme,2022,thym cèdre vétiver ambre noix de muscade bergamote mousse violette pamplemousse fève tonka musc rose bois de santal iris,quotidien décontracté jour unisexe printemps eté blanc zesté radiant ensoleillé
Chris Adams,FOUGÈRE AROMATIQUE,FOUGÈRE AROMATIQUE,Inconnu,Mass Market,REBELLION,Royaume-Uni,Homme,2022,cannelle bois de santal feuilles de cèdre vanille musc fleur doranger patchouli lavande fève tonka,quotidien décontracté jour pétillant camphré energisant sportif eté dynamique frais
Ajmal,AMBRÉ (ORIENTAL),FRUITÉ,Inconnu,Prestige,ORBITER,Émirats Arabes Unis,Homme,2022,patchouli noix de muscade musc vétiver cannelle cardamome ambre lavande raisins,intense riche robuste puissant généreux quotidien girly sucré lourd tapeàlœil
Ajmal,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Prestige,ENYA,Émirats Arabes Unis,Femme,2022,baies sauvages bergamote jasmin fève tonka rose tubéreuse vanille cannelle café citron,quotidien décontracté riche automne intense robuste puissant jour généreux rond
L'Orchestre Parfum,BOISÉ,CITRUS,"Amélie Bourgeois,Anne-Sophie Behaghel",Niche,VÉTIVER OVERDRIVE,France,Unisexe,2022,ambroxan ambre gris musc vétiver bergamote cèdre géranium,quotidien décontracté robuste intense riche puissant jour exotique boisé fort
Jacques Zolty,BOISÉ,VERT,Inconnu,Niche,SUEÑO SUAVE,France,Unisexe,2022,cèdre vétiver fève tonka bergamote cardamome noix de muscade orange patchouli accord boisé ambré sucre tangerine poivre noir bois de santal pêche figue rose damascena nectarine coriandre citron,suave lisse forêt intense riche robuste puissant quotidien décontracté automne
Jacques Zolty,CUIR,FLORAL,Inconnu,Niche,SOUPIR CLANDESTIN,France,Unisexe,2022,cashmeran boisé musqué citron patchouli encens olibanum jasmin cypriol nagarmota magnolia fumée musc framboise immortelle rose turquie ambre,riche intense robuste puissant tapeàlœil automne original remarquable affirmé profond
Jacques Zolty,AMBRÉ (ORIENTAL),FRUITÉ,Inconnu,Niche,ÉTÉ DU COCOTIER,France,Unisexe,2022,jasmin noix de coco fève tonka ambre vanille cypriol nagarmota crème chantilly eau de mer bergamote ylangylang,intense riche robuste puissant généreux girly sucré lourd tapeàlœil automne
Jenny Glow,FOUGÈRE AROMATIQUE,CITRUS,Inconnu,Mass Market,DR SAVAGE,Irlande,Homme,2022,géranium poivre du sichuan lavande patchouli ambroxan ambre gris bergamote vétiver,quotidien décontracté jour dynamique energisant sportif eté printemps frais pétillant
Bath &amp; Body Works,FLORAL,FRUITÉ,Inconnu,Mass Market,BUTTERFLY,États-Unis d'Amérique,Femme,2022,vanille iris framboise,quotidien exotique gai heureux optimiste liberté joyeux jour décontracté généreux
Natura,FLORAL,AMBRÉ (ORIENTAL),Veronica Kato,Mass Market,FORÇA,Brésil,Femme,2022,ananas paramela vanille bois de santal patchouli notes boisées cèdre framboise heliotrope café jasmin sambac musc prune magnolia fève tonka vétiver gardénia poire fleur doranger muguet cashmeran boisé musqué ciste labdanum benjoin pêche ambre cyprès melon mousse rose poivre rose pomme,rond quotidien riche intense robuste puissant décontracté généreux charnel violet
Armaf,FOUGÈRE AROMATIQUE,CITRUS,Inconnu,Mass Market,SUPERMAN,Émirats Arabes Unis,Homme,2022,petitgrain orange musc jasmin cardamome citron mousse de chêne muguet rose lavande vétiver,quotidien décontracté jour dynamique energisant sportif eté printemps frais pétillant
Armaf,BOISÉ,FRUITÉ,Inconnu,Mass Market,BATMAN,Émirats Arabes Unis,Unisexe,2022,ananas géranium lavande poivre rose jasmin patchouli musc ambroxan ambre gris ciste labdanum vétiver bergamote poivre noir cassis cèdre,automne intense riche robuste puissant hiver quotidien boisé décontracté exotique
Boucheron,FOUGÈRE AROMATIQUE,FOUGÈRE AROMATIQUE,Caroline Dumur,Prestige,SINGULIER POUR HOMME,France,Homme,2022,vétiver baies de genièvre cèdre géranium bergamote patchouli healingwood note patchouli pamplemousse lavande sauge sclarée,quotidien décontracté jour dynamique energisant sportif eté pétillant aromatique camphré
Der Duft,BOISÉ,FRUITÉ,Freddie Albrighton,Niche,CANVAS Der Duft,Allemagne,Unisexe,2022,vétiver pivoine anis miel basilic musc feuilles de framboisier patchouli géranium réglisse algues rose poivre rose pomme verte rhubarbe,intense riche robuste puissant quotidien boisé automne exotique marron décontracté
Tuttotondo,FOUGÈRE AROMATIQUE,EPICÉ,Guillaume Flavigny,Mass Market,ANICE VERDE,Italie,Unisexe,2022,prune jasmin bois de santal musc anis étoilé muguet ambre benjoin gardénia orchidée aubépine heliotrope,confiant décontracté intense quotidien jour automne dynamique pétillant energisant sportif
Furla,CUIR,FRUITÉ,Alexandra Monet,Prestige,MERAVIGLIOSA,Italie,Femme,2022,bois de santal cuir safran rose damascena sorbet framboise patchouli indonésie musc,intense riche robuste puissant tapeàlœil exotique remarquable automne affirmé lourd
Joop!,BOISÉ,AMBRÉ (ORIENTAL),Karine Dubreuil-Sereni,Prestige,JOOP! HOMME LE PARFUM,Allemagne,Homme,2022,iris vanille fève tonka praline lavande,intense riche robuste puissant hiver nuit boisé automne décontracté marron
Douglas,FLORAL,AMBRÉ (ORIENTAL),Inconnu,Mass Market,LEILANI BLISS,Allemagne,Femme,2022,lait de coco jasmin vanille agrumes violette pomme musc,quotidien rond décontracté riche généreux robuste intense puissant jour automne
Furla,FLORAL,AMBRÉ (ORIENTAL),Véronique Nyberg,Prestige,INCANTEVOLE,Italie,Femme,2022,marine fève tonka fruits deau bergamote lorenox ambre gris bois flotté ylangylang mugane muguet iris,rond quotidien riche décontracté intense robuste puissant violet charnel généreux
Eisenberg,FLORAL,CITRUS,Inconnu,Niche,HAPPY,France,Unisexe,2022,musc mimosa freesia cyclamen jasmin bois de santal bergamote heliotrope,optimiste joyeux gai heureux quotidien décontracté jour blanc printemps liberté
Sol De Janeiro,BOISÉ,GOURMAND,Inconnu,Mass Market,BRAZILIAN CRUSH CHEIROSA 68,Brésil,Femme,2022,accord boisé ambré litchi hibiscus musc pitaya marine jasmin vanille,intense riche puissant boisé robuste automne hiver généreux nuit chaud
Davidoff,FLORAL,AMBRÉ (ORIENTAL),"Jean-Christophe Hérault,Anne Flipo,Nelly Hachem-Ruiz",Mass Market,COOL WATER WOMAN REBORN,Allemagne,Femme,2022,rose bergamote vétiver,quotidien décontracté riche robuste intense puissant jour rond généreux exotique
